id,subject,difficulty_level,question_text,correct_answer,options,question_type,tags
122,software_engineering,5,What is Open/Closed Principle?,"Open for extension, closed for modification","[""Open and closed"", ""Open or closed"", ""Software entities should be extensible but not modifiable"", ""Open for extension, closed for modification""]",multiple_choice,"[""software_engineering"", ""difficulty_5""]"
123,software_engineering,5,What is Liskov Substitution Principle?,Subtypes must be substitutable,"[""Substitution principle"", ""Subtypes must be substitutable"", ""Subtypes must be substitutable for base types"", ""Liskov substitution""]",multiple_choice,"[""software_engineering"", ""difficulty_5""]"
124,software_engineering,5,What is Interface Segregation Principle?,Many specific interfaces,"[""Many specific interfaces better than one general"", ""Interface separation"", ""Segregate interfaces"", ""Many specific interfaces""]",multiple_choice,"[""software_engineering"", ""difficulty_5""]"
125,software_engineering,5,What is Dependency Inversion Principle?,Depend on abstractions,"[""Invert dependencies"", ""Dependency reversal"", ""Depend on abstractions"", ""Depend on abstractions not concretions""]",multiple_choice,"[""software_engineering"", ""difficulty_5""]"
126,software_engineering,6,What is MVC pattern?,Model-View-Controller,"[""Multi-View-Controller"", ""Model-View-Component"", ""Separating concerns into three parts"", ""Model-View-Controller""]",multiple_choice,"[""software_engineering"", ""difficulty_6""]"
127,software_engineering,6,What is layered architecture?,Organize code in layers,"[""Layer architecture"", ""Organizing code into logical layers"", ""Layered structure"", ""Organize code in layers""]",multiple_choice,"[""software_engineering"", ""difficulty_6""]"
128,software_engineering,6,What is hexagonal architecture?,Ports and adapters,"[""Ports and adapters"", ""Hexagon structure"", ""Architecture with ports and adapters"", ""Six-sided architecture""]",multiple_choice,"[""software_engineering"", ""difficulty_6""]"
129,software_engineering,6,What is clean architecture?,Dependencies point inward,"[""Clean code architecture"", ""Tidy architecture"", ""Architecture with inward dependencies"", ""Dependencies point inward""]",multiple_choice,"[""software_engineering"", ""difficulty_6""]"
130,software_engineering,6,What is microservices architecture?,Small independent services,"[""Architecture of small independent services"", ""Micro architecture"", ""Small independent services"", ""Service architecture""]",multiple_choice,"[""software_engineering"", ""difficulty_6""]"
131,software_engineering,7,What is Domain-Driven Design?,Focus on business domain,"[""Focus on business domain"", ""Focusing software design on business domain"", ""Domain design"", ""Driven design""]",multiple_choice,"[""software_engineering"", ""difficulty_7""]"
132,software_engineering,7,What is CQRS?,Command Query Responsibility Segregation,"[""Command Query Responsibility Segregation"", ""Command Query Result Set"", ""Separating read and write operations"", ""Command Query Response System""]",multiple_choice,"[""software_engineering"", ""difficulty_7""]"
133,software_engineering,7,What is event sourcing?,Store events not state,"[""Event storage"", ""Source events"", ""Store events not state"", ""Storing sequence of events not current state""]",multiple_choice,"[""software_engineering"", ""difficulty_7""]"
